ID</li></ul>,ADDITIONAL_DESCRIPTION</li></ul>
5059046</li></ul>,"<p>specifications</p><ul><li>Bearing Weight:0.41 lb</li><li>C - Ring Width:0.8120 in</li><li>C0 - Static Radial Rating:3400 lbf</li><li>Cage Type:Molded</li><li>Ce - Dynamic Radial Rating:5600 lbf</li><li>Contact Angle:20 &deg;</li><li>D - Outer Diameter:2.0472 in</li><li>Da - Outer Ring Backing Diameter:1.795 in</li><li>Design Units:METRIC</li><li>R - Inner Ring ""To Clear"" Radius:0.039 in</li><li>d - Bore:0.9843 in</li><li>da - Inner Ring Backing Diameter:1.180 in</li><li>do - Ball Diameter:0.31300 in</li><li>r - Outer Ring ""To Clear"" Radius:0.039 in</li></ul>"
5059689</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.433 in</li><li>Dimension B1:1.720 in</li><li>Dimension B2:0.720 in</li><li>Dimension S1:1.287 in</li><li>Dynamic Load Rating:8800 lbf</li><li>Inside Ring Width B:1.188 in</li><li>Lubrication Type:Non-Relubricatable</li><li>O.D. Type:Cylindrical OD</li><li>Outside Diameter D:3.543 in</li><li>Outside Ring Width C:0.866 in</li><li>Radius r:0.024 in</li><li>Seal Type:Molded Shroud</li><li>Series:Standard</li><li>Static Load Rating:5100 lbf</li><li>Sub Series:RA..RR</li><li>Weight:0.5 lb</li></ul>
5059698</li></ul>,"<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.154 in</li><li>Dimension B1:1.748 in</li><li>Dimension B2:0.531 in</li><li>Dimension M:0.142 in</li><li>Dimension S1:1.059 in</li><li>Dynamic Load Rating:3550 lbf</li><li>Inside Ring Width B:1.375 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:2.047 in</li><li>Outside Ring Width C:0.591 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Industrial</li><li>Static Load Rating:1730 lbf</li><li>Sub Series:G1…KPPB2,3,4</li><li>Weight:0.5 lb</li></ul>"
5059700</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.689 in</li><li>Dimension B1:1.748 in</li><li>Dimension B2:0.531 in</li><li>Dimension M:0.152 in</li><li>Dimension S1:1.059 in</li><li>Dynamic Load Rating:3550 lbf</li><li>Inside Ring Width B:1.375 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:2.047 in</li><li>Outside Ring Width C:0.591 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Industrial</li><li>Static Load Rating:1730 lbf</li><li>Sub Series:G1…KRRB</li><li>Weight:0.5 lb</li></ul>
5059702</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.742 in</li><li>Dimension B1:2.016 in</li><li>Dimension B2:0.673 in</li><li>Dimension S1:1.274 in</li><li>Dynamic Load Rating:6400 lbf</li><li>Inside Ring Width B:1.484 in</li><li>Lubrication Type:Non-Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:2.835 in</li><li>Outside Ring Width C:0.748 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Industrial</li><li>Static Load Rating:3400 lbf</li><li>Sub Series:1..KRRB</li><li>Weight:0.5 lb</li></ul>
5059703</li></ul>,"<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.154 in</li><li>Dimension B1:2.016 in</li><li>Dimension B2:0.673 in</li><li>Dimension M:0.145 in</li><li>Dimension S1:1.274 in</li><li>Dynamic Load Rating:6400 lbf</li><li>Inside Ring Width B:1.484 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:2.835 in</li><li>Outside Ring Width C:0.748 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Industrial</li><li>Static Load Rating:3400 lbf</li><li>Sub Series:G1…KPPB2,3,4</li><li>Weight:0.5 lb</li></ul>"
5059705</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:1.220 in</li><li>Dimension B1:3.126 in</li><li>Dimension B2:0.937 in</li><li>Dimension M:0.230 in</li><li>Dimension S1:1.906 in</li><li>Dynamic Load Rating:20400 lbf</li><li>Inside Ring Width B:2.437 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:5.118 in</li><li>Outside Ring Width C:1.299 in</li><li>Radius r:0.024 in</li><li>Seal Type:Labyrinth Seal</li><li>Series:Medium-Duty</li><li>Static Load Rating:10800 lbf</li><li>Sub Series:GN..KLLB</li><li>Weight:0.5 lb</li></ul>
5059735</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.843 in</li><li>Dimension B1:2.220 in</li><li>Dimension B2:0.720 in</li><li>Dimension M:0.179 in</li><li>Dimension S1:1.378 in</li><li>Dynamic Load Rating:8160 lbf</li><li>Inside Ring Width B:1.687 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:3.346 in</li><li>Outside Ring Width C:0.866 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Industrial</li><li>Static Load Rating:4600 lbf</li><li>Sub Series:G1…KRRB</li><li>Weight:0.5 lb</li></ul>
5059737</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:1.220 in</li><li>Dimension B1:3.063 in</li><li>Dimension B2:0.874 in</li><li>Dimension M:0.202 in</li><li>Dimension S1:1.843 in</li><li>Dynamic Load Rating:13200 lbf</li><li>Inside Ring Width B:2.437 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:4.331 in</li><li>Outside Ring Width C:1.063 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Industrial</li><li>Static Load Rating:8000 lbf</li><li>Sub Series:GE..KRRB</li><li>Weight:0.5 lb</li></ul>
5059739</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:1.220 in</li><li>Dimension B1:3.063 in</li><li>Dimension B2:0.874 in</li><li>Dimension M:0.202 in</li><li>Dimension S1:1.843 in</li><li>Dynamic Load Rating:13200 lbf</li><li>Inside Ring Width B:2.437 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:4.331 in</li><li>Outside Ring Width C:1.063 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Industrial</li><li>Static Load Rating:8000 lbf</li><li>Sub Series:G1…KRRB</li><li>Weight:0.5 lb</li></ul>
5059740</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.374 in</li><li>Dimension B1:1.531 in</li><li>Dimension B2:0.673 in</li><li>Dimension M:0.145 in</li><li>Dimension S1:1.157 in</li><li>Dynamic Load Rating:6400 lbf</li><li>Inside Ring Width B:1.000 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:2.835 in</li><li>Outside Ring Width C:0.748 in</li><li>Radius r:0.024 in</li><li>Seal Type:Molded Shroud</li><li>Series:Standard</li><li>Static Load Rating:3400 lbf</li><li>Sub Series:GRA..RRB</li><li>Weight:0.5 lb</li></ul>
5059741</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.427 in</li><li>Dimension M:0.145 in</li><li>Dimension S1:1.010 in</li><li>Dynamic Load Rating:6400 lbf</li><li>Inside Ring Width B:1.437 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:2.835 in</li><li>Outside Ring Width C:0.748 in</li><li>Radius r:0.024 in</li><li>Seal Type:Narrow Shroud</li><li>Series:Standard</li><li>Set Screw Distance S2:0.310 in</li><li>Static Load Rating:3400 lbf</li><li>Sub Series:GYA..RRB</li><li>Weight:0.5 lb</li></ul>
5059744</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.374 in</li><li>Dimension B1:1.531 in</li><li>Dimension B2:0.673 in</li><li>Dimension S1:1.157 in</li><li>Dynamic Load Rating:6400 lbf</li><li>Inside Ring Width B:1.000 in</li><li>Lubrication Type:Non-Relubricatable</li><li>O.D. Type:Cylindrical OD</li><li>Outside Diameter D:2.835 in</li><li>Outside Ring Width C:0.748 in</li><li>Radius r:0.024 in</li><li>Seal Type:Molded Shroud</li><li>Series:Standard</li><li>Static Load Rating:3400 lbf</li><li>Sub Series:RA..RR</li><li>Weight:0.5 lb</li></ul>
5059745</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.374 in</li><li>Dimension B1:1.531 in</li><li>Dimension B2:0.673 in</li><li>Dimension S1:1.157 in</li><li>Dynamic Load Rating:6400 lbf</li><li>Inside Ring Width B:1.000 in</li><li>Lubrication Type:Non-Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:2.835 in</li><li>Outside Ring Width C:0.748 in</li><li>Radius r:0.024 in</li><li>Seal Type:Molded Shroud</li><li>Series:Standard</li><li>Static Load Rating:3400 lbf</li><li>Sub Series:RA..RRB</li><li>Weight:0.5 lb</li></ul>
5059747</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.780 in</li><li>Dimension B1:2.252 in</li><li>Dimension B2:0.811 in</li><li>Dimension M:0.182 in</li><li>Dimension S1:1.472 in</li><li>Dynamic Load Rating:11000 lbf</li><li>Inside Ring Width B:1.625 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:3.543 in</li><li>Outside Ring Width C:0.984 in</li><li>Radius r:0.024 in</li><li>Seal Type:Labyrinth Seal</li><li>Series:Medium-Duty</li><li>Static Load Rating:5500 lbf</li><li>Sub Series:GN..KLLB</li><li>Weight:0.5 lb</li></ul>
5059761</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.256 in</li><li>Dimension B1:1.126 in</li><li>Dimension B2:0.531 in</li><li>Dimension S1:0.870 in</li><li>Dynamic Load Rating:2360 lbf</li><li>Inside Ring Width B:0.750 in</li><li>Lubrication Type:Non-Relubricatable</li><li>O.D. Type:Cylindrical OD</li><li>Outside Diameter D:1.575 in</li><li>Outside Ring Width C:0.512 in</li><li>Radius r:0.024 in</li><li>Seal Type:Molded Shroud</li><li>Series:Standard</li><li>Static Load Rating:1060 lbf</li><li>Sub Series:RA..RR</li><li>Weight:0.5 lb</li></ul>
5059762</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.256 in</li><li>Dimension B1:1.126 in</li><li>Dimension B2:0.531 in</li><li>Dimension S1:0.870 in</li><li>Dynamic Load Rating:2360 lbf</li><li>Inside Ring Width B:0.750 in</li><li>Lubrication Type:Non-Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:1.575 in</li><li>Outside Ring Width C:0.512 in</li><li>Radius r:0.024 in</li><li>Seal Type:Molded Shroud</li><li>Series:Standard</li><li>Static Load Rating:1060 lbf</li><li>Sub Series:RA..RRB</li><li>Weight:0.5 lb</li></ul>
5059763</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.295 in</li><li>Dimension B1:1.220 in</li><li>Dimension B2:0.531 in</li><li>Dimension M:0.142 in</li><li>Dimension S1:0.926 in</li><li>Dynamic Load Rating:3550 lbf</li><li>Inside Ring Width B:0.844 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:2.047 in</li><li>Outside Ring Width C:0.591 in</li><li>Radius r:0.024 in</li><li>Seal Type:Molded Shroud</li><li>Series:Standard</li><li>Static Load Rating:1730 lbf</li><li>Sub Series:GRA..RRB</li><li>Weight:0.5 lb</li></ul>
5059769</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.374 in</li><li>Dimension B1:1.531 in</li><li>Dimension B2:0.673 in</li><li>Dimension M:0.145 in</li><li>Dimension S1:1.157 in</li><li>Dynamic Load Rating:6400 lbf</li><li>Inside Ring Width B:1.000 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:2.835 in</li><li>Outside Ring Width C:0.748 in</li><li>Radius r:0.024 in</li><li>Seal Type:Molded Shroud</li><li>Series:Standard</li><li>Static Load Rating:3400 lbf</li><li>Sub Series:GRA..RRB</li><li>Weight:0.5 lb</li></ul>
5059711</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.969 in</li><li>Dimension B1:2.469 in</li><li>Dimension B2:0.720 in</li><li>Dimension S1:1.500 in</li><li>Dynamic Load Rating:8800 lbf</li><li>Inside Ring Width B:1.937 in</li><li>Lubrication Type:Non-Relubricatable</li><li>O.D. Type:Cylindrical OD</li><li>Outside Diameter D:3.543 in</li><li>Outside Ring Width C:0.906 in</li><li>Radius r:0.024 in</li><li>Seal Type:Labyrinth Seal</li><li>Series:Industrial</li><li>Static Load Rating:5100 lbf</li><li>Sub Series:1..KLL</li><li>Weight:0.5 lb</li></ul>
5059712</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.969 in</li><li>Dimension B1:2.469 in</li><li>Dimension B2:0.720 in</li><li>Dimension S1:1.500 in</li><li>Dynamic Load Rating:8800 lbf</li><li>Inside Ring Width B:1.937 in</li><li>Lubrication Type:Non-Relubricatable</li><li>O.D. Type:Cylindrical OD</li><li>Outside Diameter D:3.543 in</li><li>Outside Ring Width C:0.906 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Industrial</li><li>Static Load Rating:5100 lbf</li><li>Sub Series:1..KRR</li><li>Weight:0.5 lb</li></ul>
5059713</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.969 in</li><li>Dimension B1:2.469 in</li><li>Dimension B2:0.720 in</li><li>Dimension M:0.185 in</li><li>Dimension S1:1.500 in</li><li>Dynamic Load Rating:8800 lbf</li><li>Inside Ring Width B:1.937 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:3.543 in</li><li>Outside Ring Width C:0.906 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Industrial</li><li>Static Load Rating:5100 lbf</li><li>Sub Series:G1…KRRB</li><li>Weight:0.5 lb</li></ul>
5059714</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.969 in</li><li>Dimension B1:2.469 in</li><li>Dimension B2:0.720 in</li><li>Dimension S1:1.500 in</li><li>Dynamic Load Rating:8800 lbf</li><li>Inside Ring Width B:1.937 in</li><li>Lubrication Type:Non-Relubricatable</li><li>O.D. Type:Cylindrical OD</li><li>Outside Diameter D:3.543 in</li><li>Outside Ring Width C:0.906 in</li><li>Radius r:0.024 in</li><li>Seal Type:Labyrinth Seal</li><li>Series:Industrial</li><li>Static Load Rating:5100 lbf</li><li>Sub Series:1..KLL</li><li>Weight:0.5 lb</li></ul>
5059717</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.843 in</li><li>Dimension B1:2.220 in</li><li>Dimension B2:0.720 in</li><li>Dimension S1:1.378 in</li><li>Dynamic Load Rating:8160 lbf</li><li>Inside Ring Width B:1.687 in</li><li>Lubrication Type:Non-Relubricatable</li><li>O.D. Type:Cylindrical OD</li><li>Outside Diameter D:3.346 in</li><li>Outside Ring Width C:0.866 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Industrial</li><li>Static Load Rating:4600 lbf</li><li>Sub Series:1..KR</li><li>Weight:0.5 lb</li></ul>
5059718</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.843 in</li><li>Dimension B1:2.220 in</li><li>Dimension B2:0.720 in</li><li>Dimension S1:1.378 in</li><li>Dynamic Load Rating:8160 lbf</li><li>Inside Ring Width B:1.687 in</li><li>Lubrication Type:Non-Relubricatable</li><li>O.D. Type:Cylindrical OD</li><li>Outside Diameter D:3.346 in</li><li>Outside Ring Width C:0.866 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Industrial</li><li>Static Load Rating:4600 lbf</li><li>Sub Series:1..KRR</li><li>Weight:0.5 lb</li></ul>
5059719</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.843 in</li><li>Dimension B1:2.220 in</li><li>Dimension B2:0.720 in</li><li>Dimension S1:1.378 in</li><li>Dynamic Load Rating:8160 lbf</li><li>Inside Ring Width B:1.687 in</li><li>Lubrication Type:Non-Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:3.346 in</li><li>Outside Ring Width C:0.866 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Industrial</li><li>Static Load Rating:4600 lbf</li><li>Sub Series:1..KRRB</li><li>Weight:0.5 lb</li></ul>
5059721</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.689 in</li><li>Dimension B1:1.748 in</li><li>Dimension B2:0.531 in</li><li>Dimension M:0.152 in</li><li>Dimension S1:1.059 in</li><li>Dynamic Load Rating:3550 lbf</li><li>Inside Ring Width B:1.375 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:2.047 in</li><li>Outside Ring Width C:0.591 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Industrial</li><li>Static Load Rating:1730 lbf</li><li>Sub Series:G1…KRRB</li><li>Weight:0.5 lb</li></ul>
5059726</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.625 in</li><li>Dimension M:0.156 in</li><li>Dimension S1:0.875 in</li><li>Dynamic Load Rating:4900 lbf</li><li>Inside Ring Width B:1.500 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:2.441 in</li><li>Outside Ring Width C:0.709 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Medium-Duty</li><li>Set Screw Distance S2:0.300 in</li><li>Static Load Rating:2500 lbf</li><li>Sub Series:GYM..KRRB</li><li>Weight:0.5 lb</li></ul>
5059727</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.742 in</li><li>Dimension B1:2.016 in</li><li>Dimension B2:0.673 in</li><li>Dimension M:0.145 in</li><li>Dimension S1:1.274 in</li><li>Dynamic Load Rating:6400 lbf</li><li>Inside Ring Width B:1.484 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:2.835 in</li><li>Outside Ring Width C:0.748 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Industrial</li><li>Static Load Rating:3400 lbf</li><li>Sub Series:G1…KRRB</li><li>Weight:0.5 lb</li></ul>
5059731</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.843 in</li><li>Dimension B1:2.220 in</li><li>Dimension B2:0.720 in</li><li>Dimension M:0.179 in</li><li>Dimension S1:1.378 in</li><li>Dynamic Load Rating:8160 lbf</li><li>Inside Ring Width B:1.687 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:3.346 in</li><li>Outside Ring Width C:0.866 in</li><li>Radius r:0.024 in</li><li>Seal Type:Labyrinth Seal</li><li>Series:Industrial</li><li>Static Load Rating:4500 lbf</li><li>Sub Series:G1…KLLB</li><li>Weight:0.5 lb</li></ul>
5059732</li></ul>,"<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.189 in</li><li>Dimension B1:2.220 in</li><li>Dimension B2:0.720 in</li><li>Dimension M:0.179 in</li><li>Dimension S1:1.378 in</li><li>Dynamic Load Rating:8160 lbf</li><li>Inside Ring Width B:1.687 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:3.346 in</li><li>Outside Ring Width C:0.866 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Industrial</li><li>Static Load Rating:4600 lbf</li><li>Sub Series:G1…KPPB2,3,4</li><li>Weight:0.5 lb</li></ul>"
5059644</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:1.062 in</li><li>Dimension M:0.200 in</li><li>Dimension S1:1.687 in</li><li>Dynamic Load Rating:15600 lbf</li><li>Inside Ring Width B:2.750 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:4.921 in</li><li>Outside Ring Width C:1.102 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Medium-Duty</li><li>Set Screw Distance S2:0.472 in</li><li>Static Load Rating:9650 lbf</li><li>Sub Series:GYM..KRRB</li><li>Weight:0.5 lb</li></ul>
5059646</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:1.062 in</li><li>Dimension M:0.200 in</li><li>Dimension S1:1.687 in</li><li>Dynamic Load Rating:15600 lbf</li><li>Inside Ring Width B:2.750 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:4.921 in</li><li>Outside Ring Width C:1.102 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Medium-Duty</li><li>Set Screw Distance S2:0.472 in</li><li>Static Load Rating:9650 lbf</li><li>Sub Series:GYM..KRRB</li><li>Weight:0.5 lb</li></ul>
5059647</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:1.343 in</li><li>Dimension B1:3.372 in</li><li>Dimension B2:0.937 in</li><li>Dimension M:0.200 in</li><li>Dimension S1:1.783 in</li><li>Dynamic Load Rating:15600 lbf</li><li>Inside Ring Width B:2.687 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:4.921 in</li><li>Outside Ring Width C:1.102 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Industrial</li><li>Static Load Rating:9650 lbf</li><li>Sub Series:G1…KRRB</li><li>Weight:0.5 lb</li></ul>
5059648</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:1.343 in</li><li>Dimension B1:3.372 in</li><li>Dimension B2:0.937 in</li><li>Dimension M:0.200 in</li><li>Dimension S1:1.783 in</li><li>Dynamic Load Rating:15600 lbf</li><li>Inside Ring Width B:2.687 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:4.921 in</li><li>Outside Ring Width C:1.102 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Industrial</li><li>Static Load Rating:9650 lbf</li><li>Sub Series:G1…KRRB</li><li>Weight:0.5 lb</li></ul>
5059650</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:1.062 in</li><li>Dimension M:0.200 in</li><li>Dimension S1:1.687 in</li><li>Dynamic Load Rating:15600 lbf</li><li>Inside Ring Width B:2.750 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:4.921 in</li><li>Outside Ring Width C:1.102 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Industrial</li><li>Set Screw Distance S2:0.472 in</li><li>Static Load Rating:8500 lbf</li><li>Sub Series:GY…KRRB</li><li>Weight:0.5 lb</li></ul>
5059653</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:1.062 in</li><li>Dimension M:0.200 in</li><li>Dimension S1:1.687 in</li><li>Dynamic Load Rating:15600 lbf</li><li>Inside Ring Width B:2.750 in</li><li>Lubrication Type:Relubricatable</li><li>O.D. Type:Spherical OD</li><li>Outside Diameter D:4.921 in</li><li>Outside Ring Width C:1.102 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Industrial</li><li>Set Screw Distance S2:0.472 in</li><li>Static Load Rating:8500 lbf</li><li>Sub Series:GYE..KRRB</li><li>Weight:0.5 lb</li></ul>
5059660</li></ul>,<p>specifications</p><ul><li>Angle between Set Screws:90 &deg;</li><li>Bearing Type:Ball Bearing</li><li>Center of Bearing from End S:0.742 in</li><li>Dimension B1:2.016 in</li><li>Dimension B2:0.673 in</li><li>Dimension S1:1.274 in</li><li>Dynamic Load Rating:6400 lbf</li><li>Inside Ring Width B:1.484 in</li><li>Lubrication Type:Non-Relubricatable</li><li>O.D. Type:Cylindrical OD</li><li>Outside Diameter D:2.835 in</li><li>Outside Ring Width C:0.748 in</li><li>Radius r:0.024 in</li><li>Seal Type:Shroud Seal</li><li>Series:Industrial</li><li>Static Load Rating:3400 lbf</li><li>Sub Series:1..KR</li><li>Weight:0.5 lb</li></ul>
