id,catalog_number,upc_number,weight,main_image,documents,attributes
468489,DP00111,EXIST,,EXIST,,
468488,DP00110,EXIST,,EXIST,,
468487,DP00108,EXIST,,EXIST,,
468486,DP00107,EXIST,,EXIST,,
468485,DP00106,EXIST,,EXIST,,
468484,DP00105,EXIST,,EXIST,,
468483,DP00099,EXIST,,EXIST,,
468482,DP00098,EXIST,,EXIST,,
468481,DP00097,EXIST,,EXIST,,
468480,DP00093,EXIST,,EXIST,,
468479,DP00092,EXIST,,EXIST,,
468478,DP00091,EXIST,,EXIST,,
468477,DP00090,EXIST,,EXIST,,
468476,DP00089,EXIST,,EXIST,,
468475,DP00088,EXIST,,EXIST,,
468474,DP00085,EXIST,,EXIST,,
468473,DP00083,EXIST,,EXIST,,
468472,DP00082,EXIST,,EXIST,,
468471,DP00080,EXIST,,EXIST,,
468470,DP00079,EXIST,,EXIST,,
468469,DP00078,EXIST,,EXIST,,
468468,DP00076,EXIST,,EXIST,,
468467,DP00075,EXIST,,EXIST,,
468466,DP00074,EXIST,,EXIST,,
468465,DP00073,EXIST,,EXIST,,
468464,DP00070,EXIST,,EXIST,,
468463,DP00068,EXIST,,EXIST,,
468462,DP00067,EXIST,,EXIST,,
468461,DP00065,EXIST,,EXIST,,
468460,DP00064,EXIST,,EXIST,,
468459,DP00063,EXIST,,EXIST,,
468458,DP00061,EXIST,,EXIST,,
468457,DP00060,EXIST,,EXIST,,
468456,DP00059,EXIST,,EXIST,,
468455,DP00058,EXIST,,EXIST,,
468454,DP00057,EXIST,,EXIST,,
468453,DP00056,EXIST,,EXIST,,
468452,DP00055,EXIST,,EXIST,,
468451,DP00054,EXIST,,EXIST,,
468450,DP00053,EXIST,,EXIST,,
468449,DP00052,EXIST,,EXIST,,
468448,DP00051,EXIST,,EXIST,,
468447,DP00050,EXIST,,EXIST,,
468446,DP00049,EXIST,,EXIST,,
468445,DP00048,EXIST,,EXIST,,
468444,DP00047,EXIST,,EXIST,,
468443,DP00046,EXIST,,EXIST,,
468442,DP00045,EXIST,,EXIST,,
468441,DP00044,EXIST,,EXIST,,
468440,DP00043,EXIST,,EXIST,,
468439,DP00040,EXIST,,EXIST,,
468438,DP00038,EXIST,,EXIST,,
468437,DP00037,EXIST,,EXIST,,
468436,DP00035,EXIST,,EXIST,,
468435,DP00034,EXIST,,EXIST,,
468434,DP00033,EXIST,,EXIST,,
468433,DP00031,EXIST,,EXIST,,
468432,DP00030,EXIST,,EXIST,,
468431,DP00029,EXIST,,EXIST,,
468430,DP00028,EXIST,,EXIST,,
468429,DP00027,EXIST,,EXIST,,
468428,DP00026,EXIST,,EXIST,,
468427,DP00025,EXIST,,EXIST,,
468426,DP00024,EXIST,,EXIST,,
468425,DP00023,EXIST,,EXIST,,
468424,DP00022,EXIST,,EXIST,,
468423,DP00021,EXIST,,EXIST,,
468422,DP00020,EXIST,,EXIST,,
468421,DP00019,EXIST,,EXIST,,
468420,DP00018,EXIST,,EXIST,,
468419,DP00017,EXIST,,EXIST,,
468418,DP00016,EXIST,,EXIST,,
468417,DP00015,EXIST,,EXIST,,
468416,DP00014,EXIST,,EXIST,,
468415,DP00013,EXIST,,EXIST,,
468414,DP00012,EXIST,,EXIST,,
468413,DP00011,EXIST,,EXIST,,
468412,DP00010,EXIST,,EXIST,,
468411,DP00009,EXIST,,EXIST,,
468410,DP00008,EXIST,,EXIST,,
468409,DP00007,EXIST,,EXIST,,
468408,DP00006,EXIST,,EXIST,,
468407,DP00005,EXIST,,EXIST,,
468406,DP00004,EXIST,,EXIST,,
468405,DP00003,EXIST,,EXIST,,
468404,DP00002,EXIST,,EXIST,,
468403,DP00001,EXIST,,EXIST,,
468402,DN00211,,,EXIST,,
468401,DM00362,EXIST,,EXIST,,
468400,DM00358,EXIST,,EXIST,,
468399,DM00356,EXIST,,EXIST,,
468398,DM00352,EXIST,,EXIST,,
468397,DM00351,EXIST,,EXIST,,
468396,DM00350,EXIST,,EXIST,,
468395,DM00349,EXIST,,EXIST,,
468394,DM00344,EXIST,,EXIST,,
468393,DM00343,EXIST,,EXIST,,
468392,DM00341,EXIST,,EXIST,,
468391,DM00340,EXIST,,EXIST,,
468390,DM00339,EXIST,,EXIST,,
468389,DM00337,EXIST,,EXIST,,
468388,DM00336,EXIST,,EXIST,,
468387,DM00335,EXIST,,EXIST,,
468386,DM00333,EXIST,,EXIST,,
468385,DM00332,EXIST,,EXIST,,
468384,DM00331,EXIST,,EXIST,,
468383,DM00329,EXIST,,EXIST,,
468382,DM00328,EXIST,,EXIST,,
468381,DM00327,EXIST,,EXIST,,
468380,DM00326,EXIST,,EXIST,,
468379,DM00324,EXIST,,EXIST,,
468378,DM00323,EXIST,,EXIST,,
468377,DM00322,EXIST,,EXIST,,
468376,DM00321,EXIST,,EXIST,,
468375,DM00319,EXIST,,EXIST,,
468374,DM00318,EXIST,,EXIST,,
468373,DM00317,EXIST,,EXIST,,
468372,DM00316,EXIST,,EXIST,,
468371,DM00314,EXIST,,EXIST,,
468370,DM00313,EXIST,,EXIST,,
468369,DM00312,EXIST,,EXIST,,
468368,DM00311,EXIST,,EXIST,,
468367,DM00309,EXIST,,EXIST,,
468366,DM00308,EXIST,,EXIST,,
468365,DM00307,EXIST,,EXIST,,
468364,DM00306,EXIST,,EXIST,,
468363,DM00304,EXIST,,EXIST,,
468362,DM00302,EXIST,,EXIST,,
468361,DM00301,EXIST,,EXIST,,
468360,DM00299,EXIST,,EXIST,,
468359,DM00297,EXIST,,EXIST,,
468358,DM00296,EXIST,,EXIST,,
468357,DM00294,EXIST,,EXIST,,
468356,DM00292,EXIST,,EXIST,,
468355,DM00291,EXIST,,EXIST,,
468354,DM00289,EXIST,,EXIST,,
468353,DM00287,EXIST,,EXIST,,
468352,DM00286,EXIST,,EXIST,,
468351,DM00284,EXIST,,EXIST,,
468350,DM00282,EXIST,,EXIST,,
468349,DM00281,EXIST,,EXIST,,
468348,DM00279,EXIST,,EXIST,,
468347,DM00278,EXIST,,EXIST,,
468346,DM00276,EXIST,,EXIST,,
468345,DM00275,EXIST,,EXIST,,
468344,DM00273,EXIST,,EXIST,,
468343,DM00272,EXIST,,EXIST,,
468342,DM00270,EXIST,,EXIST,,
468341,DM00269,EXIST,,EXIST,,
468340,DM00267,EXIST,,EXIST,,
468339,DM00266,EXIST,,EXIST,,
468338,DM00264,EXIST,,EXIST,,
468337,DM00263,EXIST,,EXIST,,
468336,DM00261,EXIST,,EXIST,,
468335,DM00260,EXIST,,EXIST,,
468334,DM00259,EXIST,,EXIST,,
468333,DM00258,EXIST,,EXIST,,
468332,DM00254,EXIST,,EXIST,,
468331,DM00253,EXIST,,EXIST,,
468330,DM00249,EXIST,,EXIST,,
468329,DM00248,EXIST,,EXIST,,
468328,DM00244,EXIST,,EXIST,,
468327,DM00243,EXIST,,EXIST,,
468326,DM00239,EXIST,,EXIST,,
468325,DM00238,EXIST,,EXIST,,
468324,DM00234,EXIST,,EXIST,,
468323,DM00233,EXIST,,EXIST,,
468322,DM00231,EXIST,,EXIST,,
468321,DM00228,EXIST,,EXIST,,
468320,DM00227,EXIST,,EXIST,,
468319,DM00225,EXIST,,EXIST,,
468318,DM00222,EXIST,,EXIST,,
468317,DM00221,EXIST,,EXIST,,
468316,DM00219,EXIST,,EXIST,,
468315,DM00216,EXIST,,EXIST,,
468314,DM00215,EXIST,,EXIST,,
468313,DM00213,EXIST,,EXIST,,
468312,DM00210,EXIST,,EXIST,,
468311,DM00208,EXIST,,EXIST,,
468310,DM00206,EXIST,,EXIST,,
468309,DM00205,EXIST,,EXIST,,
468308,DM00204,EXIST,,EXIST,,
468307,DM00202,EXIST,,EXIST,,
468306,DM00200,EXIST,,EXIST,,
468305,DM00199,EXIST,,EXIST,,
468304,DM00198,EXIST,,EXIST,,
468303,DM00196,EXIST,,EXIST,,
468302,DM00194,EXIST,,EXIST,,
468301,DM00193,EXIST,,EXIST,,
468300,DM00192,EXIST,,EXIST,,
468299,DM00190,EXIST,,EXIST,,
468298,DM00188,EXIST,,EXIST,,
468297,DM00187,EXIST,,EXIST,,
468296,DM00186,EXIST,,EXIST,,
468295,DM00184,EXIST,,EXIST,,
468294,DM00182,EXIST,,EXIST,,
468293,DM00181,EXIST,,EXIST,,
468292,DM00180,EXIST,,EXIST,,
468291,DM00179,EXIST,,EXIST,,
468290,DM00178,EXIST,,EXIST,,
468289,DM00177,EXIST,,EXIST,,
468288,DM00176,EXIST,,EXIST,,
468287,DM00175,EXIST,,EXIST,,
468286,DM00174,EXIST,,EXIST,,
468285,DM00173,EXIST,,EXIST,,
468284,DM00172,EXIST,,EXIST,,
468283,DM00171,EXIST,,EXIST,,
468282,DM00170,EXIST,,EXIST,,
468281,DM00169,EXIST,,EXIST,,
468280,DM00168,EXIST,,EXIST,,
468279,DM00167,EXIST,,EXIST,,
468278,DM00166,EXIST,,EXIST,,
468277,DM00165,EXIST,,EXIST,,
468276,DM00164,EXIST,,EXIST,,
468275,DM00163,EXIST,,EXIST,,
468274,DM00162,EXIST,,EXIST,,
468273,DM00161,EXIST,,EXIST,,
468272,DM00160,EXIST,,EXIST,,
468271,DM00159,EXIST,,EXIST,,
468270,DM00158,EXIST,,EXIST,,
468269,DM00157,EXIST,,EXIST,,
468268,DM00156,EXIST,,EXIST,,
468267,DM00155,EXIST,,EXIST,,
468266,DM00154,EXIST,,EXIST,,
468265,DM00153,EXIST,,EXIST,,
468264,DM00152,EXIST,,EXIST,,
468263,DM00151,EXIST,,EXIST,,
468262,DM00146,EXIST,,EXIST,,
468261,DM00144,EXIST,,EXIST,,
468260,DM00138,EXIST,,EXIST,,
468259,DM00136,EXIST,,EXIST,,
468258,DM00130,EXIST,,EXIST,,
468257,DM00128,EXIST,,EXIST,,
468256,DM00120,EXIST,,EXIST,,
468255,DM00114,EXIST,,EXIST,,
468254,DM00112,EXIST,,EXIST,,
468253,DM00110,EXIST,,EXIST,,
468252,DM00103,EXIST,,EXIST,,
468251,DM00096,EXIST,,EXIST,,
468250,DM00082,EXIST,,EXIST,,
468249,DM00075,EXIST,,EXIST,,
468248,DM00074,EXIST,,EXIST,,
468247,DM00070,EXIST,,EXIST,,
468246,DM00069,EXIST,,EXIST,,
468245,DM00065,EXIST,,EXIST,,
468244,DM00064,EXIST,,EXIST,,
468243,DM00060,EXIST,,EXIST,,
468242,DM00059,EXIST,,EXIST,,
468241,DM00055,EXIST,,EXIST,,
468240,DM00054,EXIST,,EXIST,,
468239,DM00050,EXIST,,EXIST,,
468238,DM00049,EXIST,,EXIST,,
468237,DM00045,EXIST,,EXIST,,
468236,DM00041,EXIST,,EXIST,,
468235,DM00040,EXIST,,EXIST,,
468234,DM00036,EXIST,,EXIST,,
468233,DM00035,EXIST,,EXIST,,
468232,DM00031,EXIST,,EXIST,,
468231,DM00030,EXIST,,EXIST,,
468230,DM00026,EXIST,,EXIST,,
468229,DM00025,EXIST,,EXIST,,
468228,DM00021,EXIST,,EXIST,,
468227,DM00017,,,EXIST,,
468226,DM00013,,,EXIST,,
468225,DM00009,,,EXIST,,
468224,DM00005,,,EXIST,,
468223,DM00001,,,EXIST,,
468222,DL00328,EXIST,,EXIST,,
468221,DL00327,EXIST,,EXIST,,
468220,DL00324,EXIST,,EXIST,,
468219,DL00322,EXIST,,EXIST,,
468218,DL00318,EXIST,,EXIST,,
468217,DL00317,EXIST,,EXIST,,
468216,DL00316,EXIST,,EXIST,,
468215,DL00315,EXIST,,EXIST,,
468214,DL00310,EXIST,,EXIST,,
468213,DL00309,EXIST,,EXIST,,
468212,DL00307,EXIST,,EXIST,,
468211,DL00306,EXIST,,EXIST,,
468210,DL00305,EXIST,,EXIST,,
468209,DL00303,EXIST,,EXIST,,
468208,DL00302,EXIST,,EXIST,,
468207,DL00301,EXIST,,EXIST,,
468206,DL00299,EXIST,,EXIST,,
468205,DL00298,EXIST,,EXIST,,
468204,DL00297,EXIST,,EXIST,,
468203,DL00294,EXIST,,EXIST,,
468202,DL00293,EXIST,,EXIST,,
468201,DL00292,EXIST,,EXIST,,
468200,DL00290,EXIST,,EXIST,,
468199,DL00289,EXIST,,EXIST,,
468198,DL00288,EXIST,,EXIST,,
468197,DL00286,EXIST,,EXIST,,
468196,DL00285,EXIST,,EXIST,,
468195,DL00284,EXIST,,EXIST,,
468194,DL00283,EXIST,,EXIST,,
468193,DL00281,EXIST,,EXIST,,
468192,DL00280,EXIST,,EXIST,,
468191,DL00279,EXIST,,EXIST,,
468190,DL00278,EXIST,,EXIST,,
468189,DL00276,EXIST,,EXIST,,
468188,DL00275,EXIST,,EXIST,,
468187,DL00274,EXIST,,EXIST,,
468186,DL00273,EXIST,,EXIST,,
468185,DL00271,EXIST,,EXIST,,
468184,DL00269,EXIST,,EXIST,,
468183,DL00268,EXIST,,EXIST,,
468182,DL00266,EXIST,,EXIST,,
468181,DL00264,EXIST,,EXIST,,
468180,DL00263,EXIST,,EXIST,,
468179,DL00261,EXIST,,EXIST,,
468178,DL00259,EXIST,,EXIST,,
468177,DL00258,EXIST,,EXIST,,
468176,DL00256,EXIST,,EXIST,,
468175,DL00254,EXIST,,EXIST,,
468174,DL00253,EXIST,,EXIST,,
468173,DL00251,EXIST,,EXIST,,
468172,DL00249,EXIST,,EXIST,,
468171,DL00248,EXIST,,EXIST,,
468170,DL00246,EXIST,,EXIST,,
468169,DL00244,EXIST,,EXIST,,
468168,DL00243,EXIST,,EXIST,,
468167,DL00241,EXIST,,EXIST,,
468166,DL00239,EXIST,,EXIST,,
468165,DL00238,EXIST,,EXIST,,
468164,DL00236,EXIST,,EXIST,,
468163,DL00234,EXIST,,EXIST,,
468162,DL00233,EXIST,,EXIST,,
468161,DL00231,EXIST,,EXIST,,
468160,DL00230,EXIST,,EXIST,,
468159,DL00229,EXIST,,EXIST,,
468158,DL00226,EXIST,,EXIST,,
468157,DL00225,EXIST,,EXIST,,
468156,DL00222,EXIST,,EXIST,,
468155,DL00221,EXIST,,EXIST,,
468154,DL00218,EXIST,,EXIST,,
468153,DL00217,EXIST,,EXIST,,
468152,DL00214,EXIST,,EXIST,,
468151,DL00213,EXIST,,EXIST,,
468150,DL00210,EXIST,,EXIST,,
468149,DL00209,EXIST,,EXIST,,
468148,DL00207,EXIST,,EXIST,,
468147,DL00205,EXIST,,EXIST,,
468146,DL00204,EXIST,,EXIST,,
468145,DL00202,EXIST,,EXIST,,
468144,DL00200,EXIST,,EXIST,,
468143,DL00199,EXIST,,EXIST,,
468142,DL00197,EXIST,,EXIST,,
468141,DL00195,EXIST,,EXIST,,
468140,DL00194,EXIST,,EXIST,,
468139,DL00192,EXIST,,EXIST,,
468138,DL00190,EXIST,,EXIST,,
468137,DL00188,EXIST,,EXIST,,
468136,DL00187,EXIST,,EXIST,,
468135,DL00186,EXIST,,EXIST,,
468134,DL00185,EXIST,,EXIST,,
468133,DL00183,EXIST,,EXIST,,
468132,DL00182,EXIST,,EXIST,,
468131,DL00181,EXIST,,EXIST,,
468130,DL00180,EXIST,,EXIST,,
468129,DL00178,EXIST,,EXIST,,
468128,DL00177,EXIST,,EXIST,,
468127,DL00176,EXIST,,EXIST,,
468126,DL00175,EXIST,,EXIST,,
468125,DL00173,EXIST,,EXIST,,
468124,DL00172,EXIST,,EXIST,,
468123,DL00171,EXIST,,EXIST,,
468122,DL00170,EXIST,,EXIST,,
468121,DL00168,EXIST,,EXIST,,
468120,DL00167,EXIST,,EXIST,,
468119,DL00166,EXIST,,EXIST,,
468118,DL00165,EXIST,,EXIST,,
468117,DL00164,EXIST,,EXIST,,
468116,DL00163,EXIST,,EXIST,,
468115,DL00162,EXIST,,EXIST,,
468114,DL00161,EXIST,,EXIST,,
468113,DL00160,EXIST,,EXIST,,
468112,DL00159,EXIST,,EXIST,,
468111,DL00158,EXIST,,EXIST,,
468110,DL00157,EXIST,,EXIST,,
468109,DL00156,EXIST,,EXIST,,
468108,DL00155,EXIST,,EXIST,,
468107,DL00154,EXIST,,EXIST,,
468106,DL00153,EXIST,,EXIST,,
468105,DL00152,EXIST,,EXIST,,
468104,DL00151,EXIST,,EXIST,,
468103,DL00150,EXIST,,EXIST,,
468102,DL00149,EXIST,,EXIST,,
468101,DL00148,EXIST,,EXIST,,
468100,DL00147,EXIST,,EXIST,,
468099,DL00146,EXIST,,EXIST,,
468098,DL00145,EXIST,,EXIST,,
468097,DL00144,EXIST,,EXIST,,
468096,DL00143,EXIST,,EXIST,,
468095,DL00142,EXIST,,EXIST,,
468094,DL00141,EXIST,,EXIST,,
468093,DL00137,EXIST,,EXIST,,
468092,DL00135,EXIST,,EXIST,,
468091,DL00130,EXIST,,EXIST,,
468090,DL00128,EXIST,,EXIST,,
468089,DL00123,EXIST,,EXIST,,
468088,DL00121,EXIST,,EXIST,,
468087,DL00116,EXIST,,EXIST,,
468086,DL00114,EXIST,,EXIST,,
468085,DL00109,EXIST,,EXIST,,
468084,DL00107,EXIST,,EXIST,,
468083,DL00105,EXIST,,EXIST,,
468082,DL00099,EXIST,,EXIST,,
468081,DL00093,EXIST,,EXIST,,
468080,DL00087,EXIST,,EXIST,,
468079,DL00081,EXIST,,EXIST,,
468078,DL00075,EXIST,,EXIST,,
468077,DL00074,EXIST,,EXIST,,
468076,DL00070,EXIST,,EXIST,,
468075,DL00069,EXIST,,EXIST,,
468074,DL00065,EXIST,,EXIST,,
468073,DL00064,EXIST,,EXIST,,
468072,DL00060,EXIST,,EXIST,,
468071,DL00059,EXIST,,EXIST,,
468070,DL00055,EXIST,,EXIST,,
468069,DL00054,EXIST,,EXIST,,
468068,DL00050,EXIST,,EXIST,,
468067,DL00049,EXIST,,EXIST,,
468066,DL00045,EXIST,,EXIST,,
468065,DL00041,EXIST,,EXIST,,
468064,DL00040,EXIST,,EXIST,,
468063,DL00036,EXIST,,EXIST,,
468062,DL00035,EXIST,,EXIST,,
468061,DL00031,EXIST,,EXIST,,
468060,DL00030,EXIST,,EXIST,,
468059,DL00026,EXIST,,EXIST,,
468058,DL00025,EXIST,,EXIST,,
468057,DL00021,EXIST,,EXIST,,
468056,DL00017,,,EXIST,,
468055,DL00013,,,EXIST,,
468054,DL00009,,,EXIST,,
468053,DL00005,,,EXIST,,
468052,DL00001,,,EXIST,,
468051,DK00208,EXIST,,EXIST,,
468050,DK00206,EXIST,,EXIST,,
468049,DK00205,EXIST,,EXIST,,
468048,DK00202,EXIST,,EXIST,,
468047,DK00199,EXIST,,EXIST,,
468046,DK00196,EXIST,,EXIST,,
468045,DK00194,EXIST,,EXIST,,
468044,DK00193,EXIST,,EXIST,,
468043,DK00190,EXIST,,EXIST,,
468042,DK00188,EXIST,,EXIST,,
468041,DK00187,EXIST,,EXIST,,
468040,DK00184,EXIST,,EXIST,,
468039,DK00182,EXIST,,EXIST,,
468038,DK00181,EXIST,,EXIST,,
468037,DK00179,EXIST,,EXIST,,
468036,DK00178,EXIST,,EXIST,,
468035,DK00177,EXIST,,EXIST,,
468034,DK00175,EXIST,,EXIST,,
468033,DK00174,EXIST,,EXIST,,
468032,DK00173,EXIST,,EXIST,,
468031,DK00172,EXIST,,EXIST,,
468030,DK00171,EXIST,,EXIST,,
468029,DK00170,EXIST,,EXIST,,
468028,DK00169,EXIST,,EXIST,,
468027,DK00168,EXIST,,EXIST,,
468026,DK00167,EXIST,,EXIST,,
468025,DK00166,EXIST,,EXIST,,
468024,DK00165,EXIST,,EXIST,,
468023,DK00164,EXIST,,EXIST,,
468022,DK00163,EXIST,,EXIST,,
468021,DK00162,EXIST,,EXIST,,
468020,DK00161,EXIST,,EXIST,,
468019,DK00160,EXIST,,EXIST,,
468018,DK00159,EXIST,,EXIST,,
468017,DK00158,EXIST,,EXIST,,
468016,DK00157,EXIST,,EXIST,,
468015,DK00156,EXIST,,EXIST,,
468014,DK00155,EXIST,,EXIST,,
468013,DK00154,EXIST,,EXIST,,
468012,DK00153,EXIST,,EXIST,,
468011,DK00152,EXIST,,EXIST,,
468010,DK00151,EXIST,,EXIST,,
468009,DK00150,EXIST,,EXIST,,
468008,DK00149,EXIST,,EXIST,,
468007,DK00148,EXIST,,EXIST,,
468006,DK00147,EXIST,,EXIST,,
468005,DK00146,EXIST,,EXIST,,
468004,DK00145,EXIST,,EXIST,,
468003,DK00144,EXIST,,EXIST,,
468002,DK00143,EXIST,,EXIST,,
468001,DK00142,EXIST,,EXIST,,
468000,DK00141,EXIST,,EXIST,,
467999,DK00140,EXIST,,EXIST,,
467998,DK00139,EXIST,,EXIST,,
467997,DK00138,EXIST,,EXIST,,
467996,DK00137,EXIST,,EXIST,,
467995,DK00136,EXIST,,EXIST,,
467994,DK00135,EXIST,,EXIST,,
467993,DK00134,EXIST,,EXIST,,
467992,DK00133,EXIST,,EXIST,,
467991,DK00132,EXIST,,EXIST,,
467990,DK00131,EXIST,,EXIST,,
467989,DK00130,EXIST,,EXIST,,
467988,DK00129,EXIST,,EXIST,,
467987,DK00128,EXIST,,EXIST,,
467986,DK00127,EXIST,,EXIST,,
467985,DK00126,EXIST,,EXIST,,
467984,DK00125,EXIST,,EXIST,,
467983,DK00124,EXIST,,EXIST,,
467982,DK00123,EXIST,,EXIST,,
467981,DK00122,EXIST,,EXIST,,
467980,DK00121,EXIST,,EXIST,,
467979,DK00120,EXIST,,EXIST,,
467978,DK00119,EXIST,,EXIST,,
467977,DK00118,EXIST,,EXIST,,
467976,DK00117,EXIST,,EXIST,,
467975,DK00116,EXIST,,EXIST,,
467974,DK00115,EXIST,,EXIST,,
467973,DK00114,EXIST,,EXIST,,
467972,DK00113,EXIST,,EXIST,,
467971,DK00112,EXIST,,EXIST,,
467970,DK00111,EXIST,,EXIST,,
467969,DK00110,EXIST,,EXIST,,
467968,DK00109,EXIST,,EXIST,,
467967,DK00108,EXIST,,EXIST,,
467966,DK00107,EXIST,,EXIST,,
467965,DK00106,EXIST,,EXIST,,
467964,DK00105,EXIST,,EXIST,,
467963,DK00104,EXIST,,EXIST,,
467962,DK00103,EXIST,,EXIST,,
467961,DK00102,EXIST,,EXIST,,
467960,DK00101,EXIST,,EXIST,,
467959,DK00100,EXIST,,EXIST,,
467958,DK00099,EXIST,,EXIST,,
467957,DK00098,EXIST,,EXIST,,
467956,DK00097,EXIST,,EXIST,,
467955,DK00096,EXIST,,EXIST,,
467954,DK00095,EXIST,,EXIST,,
467953,DK00094,EXIST,,EXIST,,
467952,DK00093,EXIST,,EXIST,,
467951,DK00092,EXIST,,EXIST,,
467950,DK00091,EXIST,,EXIST,,
467949,DK00090,EXIST,,EXIST,,
467948,DK00089,EXIST,,EXIST,,
467947,DK00088,EXIST,,EXIST,,
467946,DK00087,EXIST,,EXIST,,
467945,DK00086,EXIST,,EXIST,,
467944,DK00085,EXIST,,EXIST,,
467943,DK00084,EXIST,,EXIST,,
467942,DK00083,EXIST,,EXIST,,
467941,DK00082,EXIST,,EXIST,,
467940,DK00081,EXIST,,EXIST,,
467939,DK00080,EXIST,,EXIST,,
467938,DK00079,EXIST,,EXIST,,
467937,DK00078,EXIST,,EXIST,,
467936,DK00077,EXIST,,EXIST,,
467935,DK00076,EXIST,,EXIST,,
467934,DK00075,EXIST,,EXIST,,
467933,DK00074,EXIST,,EXIST,,
467932,DK00073,EXIST,,EXIST,,
467931,DK00072,EXIST,,EXIST,,
467930,DK00071,EXIST,,EXIST,,
467929,DK00070,EXIST,,EXIST,,
467928,DK00069,EXIST,,EXIST,,
467927,DK00068,EXIST,,EXIST,,
467926,DK00067,EXIST,,EXIST,,
467925,DK00066,EXIST,,EXIST,,
467924,DK00065,EXIST,,EXIST,,
467923,DK00064,EXIST,,EXIST,,
467922,DK00063,EXIST,,EXIST,,
467921,DK00062,EXIST,,EXIST,,
467920,DK00061,EXIST,,EXIST,,
467919,DK00060,EXIST,,EXIST,,
467918,DK00059,EXIST,,EXIST,,
467917,DK00058,EXIST,,EXIST,,
467916,DK00057,EXIST,,EXIST,,
467915,DK00056,EXIST,,EXIST,,
467914,DK00055,EXIST,,EXIST,,
467913,DK00054,EXIST,,EXIST,,
467912,DK00053,EXIST,,EXIST,,
467911,DK00052,EXIST,,EXIST,,
467910,DK00051,EXIST,,EXIST,,
467909,DK00050,EXIST,,EXIST,,
467908,DK00049,EXIST,,EXIST,,
467907,DK00048,EXIST,,EXIST,,
467906,DK00047,EXIST,,EXIST,,
467905,DK00046,EXIST,,EXIST,,
467904,DK00045,EXIST,,EXIST,,
467903,DK00044,EXIST,,EXIST,,
467902,DK00043,EXIST,,EXIST,,
467901,DK00042,EXIST,,EXIST,,
467900,DK00041,EXIST,,EXIST,,
467899,DK00040,EXIST,,EXIST,,
467898,DK00039,EXIST,,EXIST,,
467897,DK00038,EXIST,,EXIST,,
467896,DK00037,EXIST,,EXIST,,
467895,DK00036,EXIST,,EXIST,,
467894,DK00035,EXIST,,EXIST,,
467893,DK00034,EXIST,,EXIST,,
467892,DK00033,EXIST,,EXIST,,
467891,DK00032,EXIST,,EXIST,,
467890,DK00031,EXIST,,EXIST,,
467889,DK00030,EXIST,,EXIST,,
467888,DK00029,EXIST,,EXIST,,
467887,DK00028,EXIST,,EXIST,,
467886,DK00027,EXIST,,EXIST,,
467885,DK00026,EXIST,,EXIST,,
467884,DK00025,EXIST,,EXIST,,
467883,DK00024,EXIST,,EXIST,,
467882,DK00023,EXIST,,EXIST,,
467881,DK00022,EXIST,,EXIST,,
467880,DK00021,EXIST,,EXIST,,
467879,DK00020,EXIST,,EXIST,,
467878,DK00019,EXIST,,EXIST,,
467877,DK00018,EXIST,,EXIST,,
467876,DK00017,EXIST,,EXIST,,
467875,DK00016,EXIST,,EXIST,,
467874,DK00015,,,EXIST,,
467873,DK00014,,,EXIST,,
467872,DK00013,,,EXIST,,
467871,DK00012,,,EXIST,,
467870,DK00011,,,EXIST,,
467869,DK00010,,,EXIST,,
467868,DK00009,,,EXIST,,
467867,DK00008,,,EXIST,,
467866,DK00007,,,EXIST,,
467865,DK00006,,,EXIST,,
467864,DK00005,,,EXIST,,
467863,DK00004,,,EXIST,,
467862,DK00003,,,EXIST,,
467861,DK00002,,,EXIST,,
467860,DK00001,EXIST,,EXIST,,
467859,DH01062,,,EXIST,,
467858,DH01061,,,EXIST,,
467857,DH01060,,,EXIST,,
467856,DH01059,,,EXIST,,
467855,DH01058,,,EXIST,,
467854,DH01057,,,EXIST,,
467853,DH01056,,,EXIST,,
467852,DH01055,,,EXIST,,
467851,DH01054,,,EXIST,,
467850,DH01053,,,EXIST,,
467849,DH01052,,,EXIST,,
467848,DH01051,,,EXIST,,
467847,DH01050,,,EXIST,,
467846,DH01049,,,EXIST,,
467845,DH01048,,,EXIST,,
467844,DH01047,,,EXIST,,
467843,DH01046,,,EXIST,,
467842,DH01045,,,EXIST,,
467841,DH01044,,,EXIST,,
467840,DH01043,,,EXIST,,
467839,DH01042,,,EXIST,,
467838,DH01041,,,EXIST,,
467837,DH01040,,,EXIST,,
467836,DH01039,,,EXIST,,
467835,DH01038,,,EXIST,,
467834,DH01037,,,EXIST,,
467833,DH01036,,,EXIST,,
467832,DH01035,,,EXIST,,
467831,DH01034,,,EXIST,,
467830,DH01033,,,EXIST,,
467829,DH01032,,,EXIST,,
467828,DH01031,,,EXIST,,
467827,DH01030,,,EXIST,,
467826,DH01029,,,EXIST,,
467825,DH01028,,,EXIST,,
467824,DH01027,,,EXIST,,
467823,DH01026,,,EXIST,,
467822,DH01025,,,EXIST,,
467821,DH01024,,,EXIST,,
467820,DH01023,,,EXIST,,
467819,DH01016,,,EXIST,,
467818,DH01015,,,EXIST,,
467817,DH01014,,,EXIST,,
467816,DH01013,,,EXIST,,
467815,DH01012,,,EXIST,,
467814,DH01011,,,EXIST,,
467813,DH01010,,,EXIST,,
467812,DH01009,,,EXIST,,
467811,DH01008,,,EXIST,,
